# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     163     -0.25564833E-01     -0.25747727E-01     -0.37920076E-02     -0.55604545E-02

# q=  0.83333333E-01  0.50000000E+00  0.00000000E+00  (qpt 18)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.31401175E-02     -0.25747727E-01     -0.20391007E-03     -0.55604546E-02
       2     -0.58252739E-02     -0.25747727E-01     -0.42676839E-03     -0.55604546E-02
       3     -0.83586333E-02     -0.25747727E-01     -0.62847841E-03     -0.55604546E-02
       4     -0.10774653E-01     -0.25747727E-01     -0.81095481E-03     -0.55604546E-02
       5     -0.12454260E-01     -0.25747727E-01     -0.96919242E-03     -0.55604546E-02
       6     -0.14136772E-01     -0.25747727E-01     -0.11251166E-02     -0.55604546E-02
       7     -0.15632113E-01     -0.25747727E-01     -0.12733220E-02     -0.55604546E-02
       8     -0.17032527E-01     -0.25747727E-01     -0.14069191E-02     -0.55604546E-02
       9     -0.17505896E-01     -0.25747727E-01     -0.14378340E-02     -0.55604546E-02
      10     -0.17905454E-01     -0.25747727E-01     -0.14691986E-02     -0.55604546E-02
      11     -0.18323871E-01     -0.25747727E-01     -0.14965961E-02     -0.55604546E-02
      12     -0.18695578E-01     -0.25747727E-01     -0.15246146E-02     -0.55604546E-02
      13     -0.19088752E-01     -0.25747727E-01     -0.15538892E-02     -0.55604546E-02
      14     -0.19457633E-01     -0.25747727E-01     -0.15851909E-02     -0.55604546E-02
      15     -0.19818630E-01     -0.25747727E-01     -0.16143432E-02     -0.55604546E-02
      16     -0.20138767E-01     -0.25747727E-01     -0.16441450E-02     -0.55604546E-02
      17     -0.20454481E-01     -0.25747727E-01     -0.16712066E-02     -0.55604546E-02
      18     -0.20735004E-01     -0.25747727E-01     -0.16987524E-02     -0.55604546E-02
      19     -0.21058617E-01     -0.25747727E-01     -0.17318826E-02     -0.55604546E-02
      20     -0.21323637E-01     -0.25747727E-01     -0.17621393E-02     -0.55604546E-02
      21     -0.21564065E-01     -0.25747727E-01     -0.17885967E-02     -0.55604546E-02
      22     -0.21807411E-01     -0.25747727E-01     -0.18167291E-02     -0.55604546E-02
      23     -0.22023312E-01     -0.25747727E-01     -0.18440082E-02     -0.55604546E-02
      24     -0.22245570E-01     -0.25747727E-01     -0.18708381E-02     -0.55604546E-02
      25     -0.22428697E-01     -0.25747727E-01     -0.18961869E-02     -0.55604546E-02
      26     -0.22635919E-01     -0.25747727E-01     -0.19203924E-02     -0.55604546E-02
      27     -0.22792860E-01     -0.25747727E-01     -0.19447837E-02     -0.55604546E-02
      28     -0.22943274E-01     -0.25747727E-01     -0.19668862E-02     -0.55604546E-02
      29     -0.23092124E-01     -0.25747727E-01     -0.19918439E-02     -0.55604546E-02
      30     -0.23240580E-01     -0.25747727E-01     -0.20148164E-02     -0.55604546E-02
      31     -0.23384329E-01     -0.25747727E-01     -0.20388592E-02     -0.55604546E-02
      32     -0.23495452E-01     -0.25747727E-01     -0.20617664E-02     -0.55604546E-02
      33     -0.23599948E-01     -0.25747727E-01     -0.20852236E-02     -0.55604546E-02
      34     -0.23701061E-01     -0.25747727E-01     -0.21052460E-02     -0.55604546E-02
      35     -0.23815029E-01     -0.25747727E-01     -0.21284338E-02     -0.55604546E-02
      36     -0.23928859E-01     -0.25747727E-01     -0.21511171E-02     -0.55604546E-02
      37     -0.24007285E-01     -0.25747727E-01     -0.21707022E-02     -0.55604546E-02
      38     -0.24075662E-01     -0.25747727E-01     -0.21876846E-02     -0.55604546E-02
      39     -0.24151845E-01     -0.25747727E-01     -0.22041429E-02     -0.55604546E-02
      40     -0.24222268E-01     -0.25747727E-01     -0.22228000E-02     -0.55604546E-02
      41     -0.24279585E-01     -0.25747727E-01     -0.22388267E-02     -0.55604546E-02
      42     -0.24334400E-01     -0.25747727E-01     -0.22539230E-02     -0.55604546E-02
      43     -0.24388119E-01     -0.25747727E-01     -0.22703897E-02     -0.55604546E-02
      44     -0.24441500E-01     -0.25747727E-01     -0.22852649E-02     -0.55604546E-02
      45     -0.24489260E-01     -0.25747727E-01     -0.22997555E-02     -0.55604546E-02
      46     -0.24527196E-01     -0.25747727E-01     -0.23130194E-02     -0.55604546E-02
      47     -0.24570213E-01     -0.25747727E-01     -0.23281410E-02     -0.55604546E-02
      48     -0.24616754E-01     -0.25747727E-01     -0.23428255E-02     -0.55604546E-02
      49     -0.24656723E-01     -0.25747727E-01     -0.23568260E-02     -0.55604546E-02
      50     -0.24695941E-01     -0.25747727E-01     -0.23730867E-02     -0.55604546E-02
      51     -0.24739301E-01     -0.25747727E-01     -0.23874326E-02     -0.55604546E-02
      52     -0.24770300E-01     -0.25747727E-01     -0.24009594E-02     -0.55604546E-02
      53     -0.24801208E-01     -0.25747727E-01     -0.24162273E-02     -0.55604546E-02
      54     -0.24834163E-01     -0.25747727E-01     -0.24312147E-02     -0.55604546E-02
      55     -0.24862846E-01     -0.25747727E-01     -0.24454320E-02     -0.55604546E-02
      56     -0.24893275E-01     -0.25747727E-01     -0.24608031E-02     -0.55604546E-02
      57     -0.24921958E-01     -0.25747727E-01     -0.24756845E-02     -0.55604546E-02
      58     -0.24950006E-01     -0.25747727E-01     -0.24892323E-02     -0.55604546E-02
      59     -0.24972047E-01     -0.25747727E-01     -0.25018498E-02     -0.55604546E-02
      60     -0.24995833E-01     -0.25747727E-01     -0.25173062E-02     -0.55604546E-02
      61     -0.25019989E-01     -0.25747727E-01     -0.25309382E-02     -0.55604546E-02
      62     -0.25040993E-01     -0.25747727E-01     -0.25445218E-02     -0.55604546E-02
      63     -0.25060673E-01     -0.25747727E-01     -0.25577636E-02     -0.55604546E-02
      64     -0.25080281E-01     -0.25747727E-01     -0.25714198E-02     -0.55604546E-02
      65     -0.25098338E-01     -0.25747727E-01     -0.25844623E-02     -0.55604546E-02
      66     -0.25117726E-01     -0.25747727E-01     -0.25991517E-02     -0.55604546E-02
      67     -0.25135459E-01     -0.25747727E-01     -0.26124081E-02     -0.55604546E-02
      68     -0.25153015E-01     -0.25747727E-01     -0.26267671E-02     -0.55604546E-02
      69     -0.25169610E-01     -0.25747727E-01     -0.26402611E-02     -0.55604546E-02
      70     -0.25184735E-01     -0.25747727E-01     -0.26542158E-02     -0.55604546E-02
      71     -0.25199778E-01     -0.25747727E-01     -0.26685374E-02     -0.55604546E-02
      72     -0.25215002E-01     -0.25747727E-01     -0.26825016E-02     -0.55604546E-02
      73     -0.25230111E-01     -0.25747727E-01     -0.26963553E-02     -0.55604546E-02
      74     -0.25242373E-01     -0.25747727E-01     -0.27096415E-02     -0.55604546E-02
      75     -0.25255212E-01     -0.25747727E-01     -0.27225989E-02     -0.55604546E-02
      76     -0.25266523E-01     -0.25747727E-01     -0.27357432E-02     -0.55604546E-02
      77     -0.25276791E-01     -0.25747727E-01     -0.27484502E-02     -0.55604546E-02
      78     -0.25286769E-01     -0.25747727E-01     -0.27609159E-02     -0.55604546E-02
      79     -0.25296089E-01     -0.25747727E-01     -0.27735367E-02     -0.55604546E-02
      80     -0.25305077E-01     -0.25747727E-01     -0.27859379E-02     -0.55604546E-02
      81     -0.25313159E-01     -0.25747727E-01     -0.27973227E-02     -0.55604546E-02
      82     -0.25321639E-01     -0.25747727E-01     -0.28099858E-02     -0.55604546E-02
      83     -0.25329669E-01     -0.25747727E-01     -0.28224255E-02     -0.55604546E-02
      84     -0.25337734E-01     -0.25747727E-01     -0.28350678E-02     -0.55604546E-02
      85     -0.25346568E-01     -0.25747727E-01     -0.28487292E-02     -0.55604546E-02
      86     -0.25354925E-01     -0.25747727E-01     -0.28621466E-02     -0.55604546E-02
      87     -0.25362900E-01     -0.25747727E-01     -0.28760753E-02     -0.55604546E-02
      88     -0.25370523E-01     -0.25747727E-01     -0.28893879E-02     -0.55604546E-02
      89     -0.25377176E-01     -0.25747727E-01     -0.29026195E-02     -0.55604546E-02
      90     -0.25383779E-01     -0.25747727E-01     -0.29161714E-02     -0.55604546E-02
      91     -0.25391016E-01     -0.25747727E-01     -0.29310443E-02     -0.55604546E-02
      92     -0.25396921E-01     -0.25747727E-01     -0.29435257E-02     -0.55604546E-02
      93     -0.25402381E-01     -0.25747727E-01     -0.29558019E-02     -0.55604546E-02
      94     -0.25407714E-01     -0.25747727E-01     -0.29680533E-02     -0.55604546E-02
      95     -0.25412805E-01     -0.25747727E-01     -0.29801868E-02     -0.55604546E-02
      96     -0.25418178E-01     -0.25747727E-01     -0.29937516E-02     -0.55604546E-02
      97     -0.25422522E-01     -0.25747727E-01     -0.30056005E-02     -0.55604546E-02
      98     -0.25427129E-01     -0.25747727E-01     -0.30181266E-02     -0.55604546E-02
      99     -0.25431457E-01     -0.25747727E-01     -0.30309299E-02     -0.55604546E-02
     100     -0.25435941E-01     -0.25747727E-01     -0.30437654E-02     -0.55604546E-02
     101     -0.25439987E-01     -0.25747727E-01     -0.30558631E-02     -0.55604546E-02
     102     -0.25443866E-01     -0.25747727E-01     -0.30685796E-02     -0.55604546E-02
     103     -0.25447885E-01     -0.25747727E-01     -0.30811061E-02     -0.55604546E-02
     104     -0.25451248E-01     -0.25747727E-01     -0.30928867E-02     -0.55604546E-02
     105     -0.25454740E-01     -0.25747727E-01     -0.31052311E-02     -0.55604546E-02
     106     -0.25458027E-01     -0.25747727E-01     -0.31169375E-02     -0.55604546E-02
     107     -0.25461807E-01     -0.25747727E-01     -0.31306437E-02     -0.55604546E-02
     108     -0.25465000E-01     -0.25747727E-01     -0.31424668E-02     -0.55604546E-02
     109     -0.25468171E-01     -0.25747727E-01     -0.31545991E-02     -0.55604546E-02
     110     -0.25471035E-01     -0.25747727E-01     -0.31665726E-02     -0.55604546E-02
     111     -0.25473776E-01     -0.25747727E-01     -0.31783812E-02     -0.55604546E-02
     112     -0.25476552E-01     -0.25747727E-01     -0.31902921E-02     -0.55604546E-02
     113     -0.25479581E-01     -0.25747727E-01     -0.32036815E-02     -0.55604546E-02
     114     -0.25482217E-01     -0.25747727E-01     -0.32165052E-02     -0.55604546E-02
     115     -0.25484772E-01     -0.25747727E-01     -0.32289770E-02     -0.55604546E-02
     116     -0.25487389E-01     -0.25747727E-01     -0.32410263E-02     -0.55604546E-02
     117     -0.25489705E-01     -0.25747727E-01     -0.32530617E-02     -0.55604546E-02
     118     -0.25492102E-01     -0.25747727E-01     -0.32639373E-02     -0.55604546E-02
     119     -0.25494316E-01     -0.25747727E-01     -0.32749234E-02     -0.55604546E-02
     120     -0.25496637E-01     -0.25747727E-01     -0.32871804E-02     -0.55604546E-02
     121     -0.25498959E-01     -0.25747727E-01     -0.32994446E-02     -0.55604546E-02
     122     -0.25501299E-01     -0.25747727E-01     -0.33120641E-02     -0.55604546E-02
     123     -0.25503529E-01     -0.25747727E-01     -0.33242170E-02     -0.55604546E-02
     124     -0.25505513E-01     -0.25747727E-01     -0.33363605E-02     -0.55604546E-02
     125     -0.25507439E-01     -0.25747727E-01     -0.33467649E-02     -0.55604546E-02
     126     -0.25509592E-01     -0.25747727E-01     -0.33587805E-02     -0.55604546E-02
     127     -0.25511681E-01     -0.25747727E-01     -0.33706754E-02     -0.55604546E-02
     128     -0.25513570E-01     -0.25747727E-01     -0.33827385E-02     -0.55604546E-02
     129     -0.25515346E-01     -0.25747727E-01     -0.33935155E-02     -0.55604546E-02
     130     -0.25517934E-01     -0.25747727E-01     -0.34074497E-02     -0.55604546E-02
     131     -0.25519659E-01     -0.25747727E-01     -0.34176725E-02     -0.55604546E-02
     132     -0.25521330E-01     -0.25747727E-01     -0.34282933E-02     -0.55604546E-02
     133     -0.25523103E-01     -0.25747727E-01     -0.34398289E-02     -0.55604546E-02
     134     -0.25524738E-01     -0.25747727E-01     -0.34508312E-02     -0.55604546E-02
     135     -0.25526328E-01     -0.25747727E-01     -0.34619171E-02     -0.55604546E-02
     136     -0.25527839E-01     -0.25747727E-01     -0.34728593E-02     -0.55604546E-02
     137     -0.25529622E-01     -0.25747727E-01     -0.34841366E-02     -0.55604546E-02
     138     -0.25531171E-01     -0.25747727E-01     -0.34961214E-02     -0.55604546E-02
     139     -0.25532612E-01     -0.25747727E-01     -0.35062154E-02     -0.55604546E-02
     140     -0.25534456E-01     -0.25747727E-01     -0.35185786E-02     -0.55604546E-02
     141     -0.25535904E-01     -0.25747727E-01     -0.35292803E-02     -0.55604546E-02
     142     -0.25537624E-01     -0.25747727E-01     -0.35416187E-02     -0.55604546E-02
     143     -0.25539088E-01     -0.25747727E-01     -0.35533992E-02     -0.55604546E-02
     144     -0.25540537E-01     -0.25747727E-01     -0.35650854E-02     -0.55604546E-02
     145     -0.25542024E-01     -0.25747727E-01     -0.35759605E-02     -0.55604546E-02
     146     -0.25543483E-01     -0.25747727E-01     -0.35874952E-02     -0.55604546E-02
     147     -0.25544926E-01     -0.25747727E-01     -0.35995235E-02     -0.55604546E-02
     148     -0.25546336E-01     -0.25747727E-01     -0.36111344E-02     -0.55604546E-02
     149     -0.25547744E-01     -0.25747727E-01     -0.36231803E-02     -0.55604546E-02
     150     -0.25549098E-01     -0.25747727E-01     -0.36357441E-02     -0.55604546E-02
     151     -0.25550586E-01     -0.25747727E-01     -0.36477718E-02     -0.55604546E-02
     152     -0.25551773E-01     -0.25747727E-01     -0.36584204E-02     -0.55604546E-02
     153     -0.25553023E-01     -0.25747727E-01     -0.36704717E-02     -0.55604546E-02
     154     -0.25554347E-01     -0.25747727E-01     -0.36824767E-02     -0.55604546E-02
     155     -0.25555440E-01     -0.25747727E-01     -0.36928326E-02     -0.55604546E-02
     156     -0.25556694E-01     -0.25747727E-01     -0.37057009E-02     -0.55604546E-02
     157     -0.25557864E-01     -0.25747727E-01     -0.37169679E-02     -0.55604546E-02
     158     -0.25559115E-01     -0.25747727E-01     -0.37299106E-02     -0.55604546E-02
     159     -0.25560458E-01     -0.25747727E-01     -0.37429831E-02     -0.55604546E-02
     160     -0.25561622E-01     -0.25747727E-01     -0.37549368E-02     -0.55604546E-02
     161     -0.25562729E-01     -0.25747727E-01     -0.37669170E-02     -0.55604546E-02
     162     -0.25563847E-01     -0.25747727E-01     -0.37796855E-02     -0.55604546E-02
     163     -0.25564833E-01     -0.25747727E-01     -0.37920076E-02     -0.55604546E-02

# q=  0.83333333E-01  0.58333333E+00  0.00000000E+00  (qpt 19)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.33266949E-02     -0.23466212E-01     -0.21030885E-03     -0.55297900E-02
       2     -0.61765288E-02     -0.23466212E-01     -0.40646821E-03     -0.55297900E-02
       3     -0.87128527E-02     -0.23466212E-01     -0.60447836E-03     -0.55297900E-02
       4     -0.11109081E-01     -0.23466212E-01     -0.79195816E-03     -0.55297900E-02
       5     -0.12763763E-01     -0.23466212E-01     -0.93025985E-03     -0.55297900E-02
       6     -0.14386660E-01     -0.23466212E-01     -0.10597035E-02     -0.55297900E-02
       7     -0.15732675E-01     -0.23466212E-01     -0.11816018E-02     -0.55297900E-02
       8     -0.17004978E-01     -0.23466212E-01     -0.13028408E-02     -0.55297900E-02
       9     -0.17401965E-01     -0.23466212E-01     -0.13427722E-02     -0.55297900E-02
      10     -0.17731982E-01     -0.23466212E-01     -0.13775135E-02     -0.55297900E-02
      11     -0.18096314E-01     -0.23466212E-01     -0.14092414E-02     -0.55297900E-02
      12     -0.18404946E-01     -0.23466212E-01     -0.14394010E-02     -0.55297900E-02
      13     -0.18740829E-01     -0.23466212E-01     -0.14724682E-02     -0.55297900E-02
      14     -0.19050044E-01     -0.23466212E-01     -0.15011928E-02     -0.55297900E-02
      15     -0.19349888E-01     -0.23466212E-01     -0.15261568E-02     -0.55297900E-02
      16     -0.19609798E-01     -0.23466212E-01     -0.15535170E-02     -0.55297900E-02
      17     -0.19865014E-01     -0.23466212E-01     -0.15795650E-02     -0.55297900E-02
      18     -0.20085946E-01     -0.23466212E-01     -0.16064207E-02     -0.55297900E-02
      19     -0.20348018E-01     -0.23466212E-01     -0.16388933E-02     -0.55297900E-02
      20     -0.20562611E-01     -0.23466212E-01     -0.16674251E-02     -0.55297900E-02
      21     -0.20747132E-01     -0.23466212E-01     -0.16934515E-02     -0.55297900E-02
      22     -0.20926849E-01     -0.23466212E-01     -0.17213339E-02     -0.55297900E-02
      23     -0.21094885E-01     -0.23466212E-01     -0.17484697E-02     -0.55297900E-02
      24     -0.21264844E-01     -0.23466212E-01     -0.17735789E-02     -0.55297900E-02
      25     -0.21400877E-01     -0.23466212E-01     -0.17986781E-02     -0.55297900E-02
      26     -0.21556023E-01     -0.23466212E-01     -0.18247464E-02     -0.55297900E-02
      27     -0.21668450E-01     -0.23466212E-01     -0.18509478E-02     -0.55297900E-02
      28     -0.21780285E-01     -0.23466212E-01     -0.18733064E-02     -0.55297900E-02
      29     -0.21881859E-01     -0.23466212E-01     -0.18968106E-02     -0.55297900E-02
      30     -0.21986355E-01     -0.23466212E-01     -0.19184068E-02     -0.55297900E-02
      31     -0.22085094E-01     -0.23466212E-01     -0.19415456E-02     -0.55297900E-02
      32     -0.22156094E-01     -0.23466212E-01     -0.19646116E-02     -0.55297900E-02
      33     -0.22222455E-01     -0.23466212E-01     -0.19879331E-02     -0.55297900E-02
      34     -0.22287161E-01     -0.23466212E-01     -0.20078854E-02     -0.55297900E-02
      35     -0.22359015E-01     -0.23466212E-01     -0.20293155E-02     -0.55297900E-02
      36     -0.22430070E-01     -0.23466212E-01     -0.20513976E-02     -0.55297900E-02
      37     -0.22478602E-01     -0.23466212E-01     -0.20690252E-02     -0.55297900E-02
      38     -0.22520380E-01     -0.23466212E-01     -0.20859991E-02     -0.55297900E-02
      39     -0.22568070E-01     -0.23466212E-01     -0.21016288E-02     -0.55297900E-02
      40     -0.22611289E-01     -0.23466212E-01     -0.21186399E-02     -0.55297900E-02
      41     -0.22646003E-01     -0.23466212E-01     -0.21348448E-02     -0.55297900E-02
      42     -0.22679119E-01     -0.23466212E-01     -0.21499422E-02     -0.55297900E-02
      43     -0.22711059E-01     -0.23466212E-01     -0.21659172E-02     -0.55297900E-02
      44     -0.22742502E-01     -0.23466212E-01     -0.21811002E-02     -0.55297900E-02
      45     -0.22770623E-01     -0.23466212E-01     -0.21958141E-02     -0.55297900E-02
      46     -0.22792595E-01     -0.23466212E-01     -0.22102009E-02     -0.55297900E-02
      47     -0.22817368E-01     -0.23466212E-01     -0.22266162E-02     -0.55297900E-02
      48     -0.22843302E-01     -0.23466212E-01     -0.22411455E-02     -0.55297900E-02
      49     -0.22865802E-01     -0.23466212E-01     -0.22557208E-02     -0.55297900E-02
      50     -0.22887087E-01     -0.23466212E-01     -0.22727371E-02     -0.55297900E-02
      51     -0.22912030E-01     -0.23466212E-01     -0.22881060E-02     -0.55297900E-02
      52     -0.22928868E-01     -0.23466212E-01     -0.23033260E-02     -0.55297900E-02
      53     -0.22945016E-01     -0.23466212E-01     -0.23192770E-02     -0.55297900E-02
      54     -0.22962464E-01     -0.23466212E-01     -0.23347451E-02     -0.55297900E-02
      55     -0.22977580E-01     -0.23466212E-01     -0.23503582E-02     -0.55297900E-02
      56     -0.22993054E-01     -0.23466212E-01     -0.23664120E-02     -0.55297900E-02
      57     -0.23007742E-01     -0.23466212E-01     -0.23824200E-02     -0.55297900E-02
      58     -0.23022681E-01     -0.23466212E-01     -0.23967857E-02     -0.55297900E-02
      59     -0.23034021E-01     -0.23466212E-01     -0.24118504E-02     -0.55297900E-02
      60     -0.23045976E-01     -0.23466212E-01     -0.24277786E-02     -0.55297900E-02
      61     -0.23058258E-01     -0.23466212E-01     -0.24424223E-02     -0.55297900E-02
      62     -0.23069085E-01     -0.23466212E-01     -0.24569280E-02     -0.55297900E-02
      63     -0.23078977E-01     -0.23466212E-01     -0.24718631E-02     -0.55297900E-02
      64     -0.23088966E-01     -0.23466212E-01     -0.24874341E-02     -0.55297900E-02
      65     -0.23098277E-01     -0.23466212E-01     -0.25025872E-02     -0.55297900E-02
      66     -0.23107847E-01     -0.23466212E-01     -0.25177624E-02     -0.55297900E-02
      67     -0.23116788E-01     -0.23466212E-01     -0.25319075E-02     -0.55297900E-02
      68     -0.23125634E-01     -0.23466212E-01     -0.25474022E-02     -0.55297900E-02
      69     -0.23134090E-01     -0.23466212E-01     -0.25614797E-02     -0.55297900E-02
      70     -0.23141636E-01     -0.23466212E-01     -0.25754032E-02     -0.55297900E-02
      71     -0.23148978E-01     -0.23466212E-01     -0.25887259E-02     -0.55297900E-02
      72     -0.23156516E-01     -0.23466212E-01     -0.26020194E-02     -0.55297900E-02
      73     -0.23164167E-01     -0.23466212E-01     -0.26165729E-02     -0.55297900E-02
      74     -0.23170420E-01     -0.23466212E-01     -0.26300655E-02     -0.55297900E-02
      75     -0.23177035E-01     -0.23466212E-01     -0.26441487E-02     -0.55297900E-02
      76     -0.23182685E-01     -0.23466212E-01     -0.26570109E-02     -0.55297900E-02
      77     -0.23187889E-01     -0.23466212E-01     -0.26702073E-02     -0.55297900E-02
      78     -0.23192920E-01     -0.23466212E-01     -0.26833689E-02     -0.55297900E-02
      79     -0.23197736E-01     -0.23466212E-01     -0.26960120E-02     -0.55297900E-02
      80     -0.23202298E-01     -0.23466212E-01     -0.27085487E-02     -0.55297900E-02
      81     -0.23206402E-01     -0.23466212E-01     -0.27214577E-02     -0.55297900E-02
      82     -0.23210764E-01     -0.23466212E-01     -0.27345653E-02     -0.55297900E-02
      83     -0.23214958E-01     -0.23466212E-01     -0.27476490E-02     -0.55297900E-02
      84     -0.23219150E-01     -0.23466212E-01     -0.27617197E-02     -0.55297900E-02
      85     -0.23223685E-01     -0.23466212E-01     -0.27760888E-02     -0.55297900E-02
      86     -0.23227996E-01     -0.23466212E-01     -0.27907302E-02     -0.55297900E-02
      87     -0.23232028E-01     -0.23466212E-01     -0.28041850E-02     -0.55297900E-02
      88     -0.23235921E-01     -0.23466212E-01     -0.28173594E-02     -0.55297900E-02
      89     -0.23239452E-01     -0.23466212E-01     -0.28304387E-02     -0.55297900E-02
      90     -0.23242961E-01     -0.23466212E-01     -0.28444276E-02     -0.55297900E-02
      91     -0.23246790E-01     -0.23466212E-01     -0.28584400E-02     -0.55297900E-02
      92     -0.23249924E-01     -0.23466212E-01     -0.28720179E-02     -0.55297900E-02
      93     -0.23252829E-01     -0.23466212E-01     -0.28857847E-02     -0.55297900E-02
      94     -0.23255748E-01     -0.23466212E-01     -0.28985637E-02     -0.55297900E-02
      95     -0.23258567E-01     -0.23466212E-01     -0.29117970E-02     -0.55297900E-02
      96     -0.23261494E-01     -0.23466212E-01     -0.29251797E-02     -0.55297900E-02
      97     -0.23263891E-01     -0.23466212E-01     -0.29383353E-02     -0.55297900E-02
      98     -0.23266506E-01     -0.23466212E-01     -0.29517366E-02     -0.55297900E-02
      99     -0.23268904E-01     -0.23466212E-01     -0.29647495E-02     -0.55297900E-02
     100     -0.23271316E-01     -0.23466212E-01     -0.29774568E-02     -0.55297900E-02
     101     -0.23273535E-01     -0.23466212E-01     -0.29899617E-02     -0.55297900E-02
     102     -0.23275702E-01     -0.23466212E-01     -0.30032672E-02     -0.55297900E-02
     103     -0.23277983E-01     -0.23466212E-01     -0.30168605E-02     -0.55297900E-02
     104     -0.23279897E-01     -0.23466212E-01     -0.30290863E-02     -0.55297900E-02
     105     -0.23281899E-01     -0.23466212E-01     -0.30426582E-02     -0.55297900E-02
     106     -0.23283818E-01     -0.23466212E-01     -0.30549350E-02     -0.55297900E-02
     107     -0.23285936E-01     -0.23466212E-01     -0.30679538E-02     -0.55297900E-02
     108     -0.23287751E-01     -0.23466212E-01     -0.30808790E-02     -0.55297900E-02
     109     -0.23289568E-01     -0.23466212E-01     -0.30937378E-02     -0.55297900E-02
     110     -0.23291185E-01     -0.23466212E-01     -0.31053480E-02     -0.55297900E-02
     111     -0.23292783E-01     -0.23466212E-01     -0.31184169E-02     -0.55297900E-02
     112     -0.23294411E-01     -0.23466212E-01     -0.31316468E-02     -0.55297900E-02
     113     -0.23296178E-01     -0.23466212E-01     -0.31450709E-02     -0.55297900E-02
     114     -0.23297680E-01     -0.23466212E-01     -0.31579611E-02     -0.55297900E-02
     115     -0.23299230E-01     -0.23466212E-01     -0.31714347E-02     -0.55297900E-02
     116     -0.23300840E-01     -0.23466212E-01     -0.31847855E-02     -0.55297900E-02
     117     -0.23302239E-01     -0.23466212E-01     -0.31969668E-02     -0.55297900E-02
     118     -0.23303632E-01     -0.23466212E-01     -0.32098702E-02     -0.55297900E-02
     119     -0.23304925E-01     -0.23466212E-01     -0.32215897E-02     -0.55297900E-02
     120     -0.23306344E-01     -0.23466212E-01     -0.32351353E-02     -0.55297900E-02
     121     -0.23307738E-01     -0.23466212E-01     -0.32471826E-02     -0.55297900E-02
     122     -0.23309114E-01     -0.23466212E-01     -0.32593682E-02     -0.55297900E-02
     123     -0.23310437E-01     -0.23466212E-01     -0.32719709E-02     -0.55297900E-02
     124     -0.23311644E-01     -0.23466212E-01     -0.32840756E-02     -0.55297900E-02
     125     -0.23312846E-01     -0.23466212E-01     -0.32956717E-02     -0.55297900E-02
     126     -0.23314167E-01     -0.23466212E-01     -0.33080413E-02     -0.55297900E-02
     127     -0.23315422E-01     -0.23466212E-01     -0.33215460E-02     -0.55297900E-02
     128     -0.23316556E-01     -0.23466212E-01     -0.33336596E-02     -0.55297900E-02
     129     -0.23317654E-01     -0.23466212E-01     -0.33460452E-02     -0.55297900E-02
     130     -0.23319304E-01     -0.23466212E-01     -0.33586739E-02     -0.55297900E-02
     131     -0.23320401E-01     -0.23466212E-01     -0.33706607E-02     -0.55297900E-02
     132     -0.23321419E-01     -0.23466212E-01     -0.33828608E-02     -0.55297900E-02
     133     -0.23322543E-01     -0.23466212E-01     -0.33954738E-02     -0.55297900E-02
     134     -0.23323545E-01     -0.23466212E-01     -0.34078427E-02     -0.55297900E-02
     135     -0.23324546E-01     -0.23466212E-01     -0.34196821E-02     -0.55297900E-02
     136     -0.23325489E-01     -0.23466212E-01     -0.34309249E-02     -0.55297900E-02
     137     -0.23326613E-01     -0.23466212E-01     -0.34431545E-02     -0.55297900E-02
     138     -0.23327594E-01     -0.23466212E-01     -0.34555299E-02     -0.55297900E-02
     139     -0.23328514E-01     -0.23466212E-01     -0.34674114E-02     -0.55297900E-02
     140     -0.23329692E-01     -0.23466212E-01     -0.34796584E-02     -0.55297900E-02
     141     -0.23330608E-01     -0.23466212E-01     -0.34916720E-02     -0.55297900E-02
     142     -0.23331699E-01     -0.23466212E-01     -0.35043899E-02     -0.55297900E-02
     143     -0.23332634E-01     -0.23466212E-01     -0.35163974E-02     -0.55297900E-02
     144     -0.23333556E-01     -0.23466212E-01     -0.35285769E-02     -0.55297900E-02
     145     -0.23334526E-01     -0.23466212E-01     -0.35407516E-02     -0.55297900E-02
     146     -0.23335464E-01     -0.23466212E-01     -0.35537374E-02     -0.55297900E-02
     147     -0.23336385E-01     -0.23466212E-01     -0.35664762E-02     -0.55297900E-02
     148     -0.23337295E-01     -0.23466212E-01     -0.35783281E-02     -0.55297900E-02
     149     -0.23338182E-01     -0.23466212E-01     -0.35905171E-02     -0.55297900E-02
     150     -0.23339049E-01     -0.23466212E-01     -0.36025282E-02     -0.55297900E-02
     151     -0.23340002E-01     -0.23466212E-01     -0.36147835E-02     -0.55297900E-02
     152     -0.23340751E-01     -0.23466212E-01     -0.36265374E-02     -0.55297900E-02
     153     -0.23341570E-01     -0.23466212E-01     -0.36388796E-02     -0.55297900E-02
     154     -0.23342413E-01     -0.23466212E-01     -0.36514040E-02     -0.55297900E-02
     155     -0.23343129E-01     -0.23466212E-01     -0.36635240E-02     -0.55297900E-02
     156     -0.23343923E-01     -0.23466212E-01     -0.36764249E-02     -0.55297900E-02
